,X_IMAGE,Y_IMAGE,FLUX_RADIUS,FLUX_ISO,FLUXERR_ISO,FLAGS,A_IMAGE,B_IMAGE,THETA_IMAGE,XPEAK_IMAGE,YPEAK_IMAGE,ALPHAPEAK_J2000,DELTAPEAK_J2000,FLUX_PEAK,FLUXERR_PEAK
27,5439.7651,4474.9448,21.011,-0.004373475585101069,-1.2981064464846621e-05,3,8.017,1.94,-29.58,5438,4476,266.822235,-28.3897913,0.0005332809523679316,4.880789128947072e-05
28,5459.2163,4522.229,12.511,-0.0026170061154759446,-1.3516262691799647e-05,2,3.979,1.704,-29.22,5427,4481,266.8224086,-28.3897219,0.000497434928547591,4.516897752182558e-05
29,4654.4106,4691.064,17.197,-0.08026557111803463,-4.061046805879779e-05,35,21.938,5.886,75.83,4656,4699,266.8345808,-28.3866944,0.001706138253211975,0.00016845022037159652
30,4738.8633,4676.311,6.939,-0.013237355507137512,-1.6691982388719743e-05,35,6.9,3.342,-83.97,4739,4677,266.8332705,-28.387,0.0018115659477189183,0.00015730340965092182
31,4724.6821,4685.71,7.321,-0.033877582794629234,-1.560724040614536e-05,35,7.947,1.915,-74.94,4725,4686,266.8334915,-28.386875,0.006047436036169529,0.00015730340965092182
32,4719.4189,4682.9614,4.813,-0.02022835785108656,-1.11113178729914e-05,35,5.519,1.424,-75.22,4719,4683,266.8335862,-28.3869167,0.007014999631792307,0.00015730340965092182
33,4706.9194,4766.1631,6.56,-0.1310800079287395,-2.8839135615813958e-05,35,10.685,6.626,62.57,4704,4765,266.833823,-28.3857778,0.012922740541398525,0.00016402288747485727
34,4716.3999,4715.3511,31.718,-0.01960895257336294,-1.5526859126602982e-05,35,7.878,2.55,-77.8,4721,4698,266.8335546,-28.3867083,0.0024507201742380857,0.00015730340965092182
35,4708.2998,4688.9541,7.451,-0.007504973998522923,-1.1552996257976852e-05,35,4.101,2.34,-80.05,4708,4689,266.8337599,-28.3868333,0.002066213870421052,0.00015730340965092182
36,4584.5298,4783.0898,3.719,-0.05448107555233009,-3.045699592410321e-05,35,13.675,7.41,-39.51,4682,4869,266.8341703,-28.3843333,0.010208901949226856,0.00018057113629765809
37,4713.4561,4699.6646,7.016,-0.007003548557627622,-9.358998852967649e-06,35,5.384,1.398,-79.54,4713,4700,266.8336809,-28.3866805,0.0022315203677862883,0.00016402288747485727
38,4796.0654,4738.6001,5.439,-0.017444038155688162,-1.63893812541925e-05,35,5.442,3.579,-67.53,4799,4739,266.8323232,-28.3861389,0.002691208617761731,0.00016402288747485727
39,4658.8682,4735.7627,19.658,-0.020018929166028876,-1.4670487627728452e-05,35,6.073,3.102,60.84,4660,4737,266.8345176,-28.3861666,0.0020918315276503563,0.00017479760572314262
40,4718.5938,4734.0908,23.652,-0.019222144388065104,-1.63893812541925e-05,35,5.45,4.297,-80.92,4720,4733,266.8335704,-28.3862222,0.001655125292018056,0.00016402288747485727
41,4727.9141,4759.4463,12.014,-0.06386664102389648,-2.3051772563762387e-05,35,9.614,5.13,55.79,4727,4757,266.8334599,-28.3858889,0.004759259056299925,0.00016402288747485727
42,4657.3125,4748.2729,10.608,-0.009347681874282077,-9.622683120216449e-06,35,3.273,2.219,-82.72,4657,4749,266.834565,-28.386,0.0020891553722321987,0.00017479760572314262
43,4739.3643,4755.4585,8.84,-0.014794542379522187,-1.574029618663785e-05,35,5.714,3.661,79.87,4740,4755,266.8332547,-28.3859167,0.0018492663512006402,0.00016402288747485727
44,4743.1636,4804.9175,12.053,-0.01790929469303938,-1.9201968900679968e-05,35,8.291,4.946,30.57,4742,4805,266.8332231,-28.3852222,0.0020712625700980425,0.00017223251052200794
45,4786.897,4803.7705,7.729,-0.028146679931006224,-2.0279540345795174e-05,35,6.78,4.148,-88.5,4784,4805,266.83256,-28.3852222,0.004052253440022469,0.00017223251052200794
46,4694.3765,4769.6602,4.148,-0.01025211824288297,-1.1978400640554953e-05,1,2.357,1.599,-71.93,4694,4769,266.8339809,-28.3857222,0.0022033615969121456,0.00017479760572314262
47,4647.3291,4763.8784,8.116,-0.004323462645135801,-7.695977519935507e-06,3,2.756,1.633,60.49,4647,4764,266.8347229,-28.3857916,0.0019902850035578012,0.00017479760572314262
48,4675.6021,4779.8047,12.891,-0.0037131559332353797,-7.47604689243761e-06,2,3.329,1.394,55.56,4676,4780,266.834265,-28.3855694,0.0020034629851579666,0.00017479760572314262
49,4812.2402,4855.2339,6.286,-0.006718655532999567,-1.455631574712845e-05,3,5.389,2.495,35.24,4742,4827,266.8332231,-28.3849167,0.0018459628336131573,0.00017223251052200794
50,4690.6904,4845.7827,7.58,-0.15985292518993047,-2.481205934249078e-05,35,8.508,4.7,-21.38,4690,4847,266.834044,-28.3846389,0.018949655815958977,0.00018057113629765809
51,4774.3027,4808.1201,23.292,-0.01262727192811082,-1.579320673633662e-05,35,6.624,3.25,-56.79,4775,4808,266.8327021,-28.3851806,0.0018340464448556304,0.00017223251052200794
52,4772.6436,4842.7144,27.66,-0.028681584210460926,-2.1497578611360675e-05,35,9.527,4.06,89.75,4773,4844,266.8327337,-28.3846806,0.002387224230915308,0.00017223251052200794
53,4717.1157,4805.8735,-4.997,-0.007091184995878693,-1.2355495197158093e-05,35,7.22,1.935,79.97,4717,4806,266.8336178,-28.3852083,0.0019477811874821782,0.00017223251052200794
54,4694.7754,4807.0327,3.977,-0.008041089697970726,-9.837019837746194e-06,35,4.06,1.426,-79.09,4695,4807,266.8339651,-28.3851944,0.0037626451812684536,0.00018057113629765809
55,4739.6221,4791.8447,32.369,-0.0122133582204673,-1.2589584295825383e-05,35,7.682,2.961,33.85,4732,4782,266.833381,-28.3855417,0.0022854076232761145,0.00016402288747485727
56,4699.5098,4789.6494,10.276,-0.0050107671227228616,-8.519110682749273e-06,35,3.628,1.465,-82.16,4699,4790,266.8339019,-28.3854305,0.0028255553916096687,0.00017479760572314262
57,4674.7661,4811.8062,10.219,-0.0034335998372019396,-7.586811654307007e-06,3,2.687,1.444,87.61,4675,4812,266.8342808,-28.385125,0.003119570901617408,0.00018057113629765809
58,4666.583,4815.1011,6.153,-0.008384099706017913,-1.0413731468212877e-05,3,2.942,2.415,88.42,4667,4814,266.8344071,-28.3850972,0.003822440980002284,0.00018057113629765809
59,4778.2925,4825.8579,5.628,-0.007286009834769523,-1.0453708327985284e-05,35,3.243,2.623,-47.06,4778,4826,266.8326548,-28.3849306,0.002024129731580615,0.00017223251052200794
60,4677.7886,4852.9067,7.07,-0.045686433627399464,-1.3547091549124133e-05,35,6.731,2.677,-89.18,4678,4854,266.8342334,-28.3845417,0.01224046666175127,0.00018057113629765809
61,4671.0859,4830.2476,8.353,-0.005279640008692123,-8.320963346377359e-06,3,2.565,1.77,57.15,4671,4830,266.834344,-28.384875,0.0036484510637819767,0.00018057113629765809
62,4816.228,4823.875,3.363,-0.008222593370687396,-1.3298496586789427e-05,0,2.882,1.964,83.68,4815,4823,266.8320707,-28.3849722,0.0029019052162766457,0.00017403237870894372
63,4698.6035,4820.5278,3.229,-0.007092057930873722,-9.269433940977556e-06,35,3.454,1.56,-76.41,4699,4820,266.8339019,-28.3850139,0.004281195346266031,0.00018057113629765809
64,4757.0581,4883.0225,6.047,-0.06663308782064664,-1.6591728476790505e-05,35,6.738,2.792,-82.13,4756,4882,266.8330021,-28.3841528,0.011211219243705273,0.00017223251052200794
65,4688.0015,4824.0425,5.133,-0.016373971279280232,-1.2389210084466146e-05,35,3.275,2.52,-62.59,4689,4824,266.8340598,-28.3849583,0.006356839556246996,0.00018057113629765809
66,4800.4844,4883.7534,-31.534,-0.010761048252485545,-1.560724040614536e-05,51,20.761,2.704,26.53,4773,4872,266.8327337,-28.3842917,0.0021250643767416477,0.00017223251052200794
67,4703.1616,4861.0137,7.213,-0.10498900528977997,-1.9396477523322596e-05,35,5.608,4.506,-49.32,4704,4860,266.833823,-28.3844583,0.016396358609199524,0.00017223251052200794
68,4929.6616,4892.9775,52.556,-0.06676683393238521,-5.1674634080807636e-05,51,21.22,5.467,-57.61,4864,5018,266.8312971,-28.3822639,0.003929015249013901,0.00021073817333672196
69,4713.9761,4836.8916,4.518,-0.008642898209544529,-9.269433940977556e-06,35,2.971,1.995,-52.38,4715,4836,266.8336493,-28.3847917,0.0039342232048511505,0.00017223251052200794
70,4766.4019,4881.9678,7.651,-0.04631352162382934,-1.6440202995153163e-05,35,6.433,3.312,88.67,4767,4882,266.8328284,-28.3841528,0.007790248841047287,0.00017223251052200794
71,4724.2544,4856.0532,12.134,-0.014954378558612213,-1.2981064464846621e-05,35,3.762,3.628,-4.09,4718,4855,266.833602,-28.3845278,0.003604056779295206,0.00017223251052200794
72,4751.4307,4862.7954,-1.648,-0.008234934711867134,-1.215125958457084e-05,35,5.105,3.407,33.93,4752,4864,266.8330652,-28.3844028,0.0020594336092472076,0.00017223251052200794
73,4703.7329,4883.2925,36.725,-0.052471187263772714,-2.1419829498053313e-05,35,8.154,5.784,-22.61,4701,4885,266.8338703,-28.3841111,0.004352647345513105,0.00017223251052200794
74,4691.6162,4865.6763,7.7,-0.07575646103120576,-1.4896199222693436e-05,35,5.417,3.417,-40.11,4693,4866,266.8339966,-28.384375,0.01489523146301508,0.00018057113629765809
75,4746.7778,4846.23,8.66,-0.004101723795148198,-8.220099270701594e-06,35,2.8,1.81,88.84,4747,4846,266.8331442,-28.3846528,0.0017767022363841534,0.00017223251052200794
76,4763.6572,4861.4351,7.045,-0.008168529299745191,-1.1035982692170298e-05,35,4.224,2.339,-88.55,4765,4870,266.83286,-28.3843194,0.0028321528807282448,0.00017223251052200794
77,4663.3652,4896.124,21.056,-0.027178287712769447,-1.558049118379765e-05,35,7.07,2.677,87.57,4664,4896,266.8344545,-28.3839583,0.00458922004327178,0.00018057113629765809
78,4660.4946,4880.5249,3.538,-0.03347578328691674,-1.1407670396304218e-05,35,3.694,1.81,-86.94,4660,4880,266.8345176,-28.3841805,0.013229494914412498,0.00018057113629765809
79,4671.5786,4873.3628,10.082,-0.01710502316136823,-9.921462937265445e-06,35,3.032,2.487,-52.31,4671,4874,266.8343439,-28.3842639,0.006396581418812275,0.00018057113629765809
80,4691.1826,4891.8403,26.616,-0.009185151176457393,-1.0690425139137615e-05,35,5.845,1.672,-87.47,4691,4891,266.8340282,-28.3840278,0.0023813843727111816,0.00018057113629765809
81,4747.6406,4881.8389,16.808,-0.00707790836720428,-9.269433940977556e-06,35,6.041,1.236,-76.95,4748,4881,266.8331284,-28.3841667,0.0028710344340652227,0.00017223251052200794
82,4770.7397,4912.6401,5.277,-0.02657954783492817,-1.6716950111077596e-05,35,6.086,4.885,72.52,4772,4913,266.8327495,-28.3837222,0.004255179315805435,0.00017986078455578536
83,4737.9463,4887.8735,6.829,-0.01603982868743256,-1.2786823067202468e-05,35,4.114,2.808,89.89,4738,4888,266.8332862,-28.3840694,0.00431391317397356,0.00017223251052200794
84,4781.918,4878.1587,5.614,-0.0064447142795591595,-9.041651352274361e-06,35,4.665,2.002,-72.91,4782,4878,266.8325916,-28.3842083,0.0019248855533078313,0.00017223251052200794
85,4716.2798,4895.6919,18.192,-0.013667957415936023,-1.4296100951109898e-05,35,5.367,4.012,-43.2,4717,4896,266.8336178,-28.3839583,0.0022684726864099503,0.00017223251052200794
86,4677.6885,4889.2349,23.427,-0.004200134745337928,-8.56793268997132e-06,35,5.968,1.795,-73.93,4682,4882,266.8341703,-28.3841528,0.002480050316080451,0.00018057113629765809
87,4749.4829,4918.4121,6.448,-0.012898474125316821,-1.4149474594444666e-05,35,6.607,3.424,73.62,4747,4917,266.8331441,-28.3836667,0.002168497070670128,0.00017986078455578536
88,4730.9854,4888.4941,5.647,-0.006617956246072864,-7.749983692128042e-06,35,3.499,1.748,59.6,4731,4889,266.8333967,-28.3840556,0.002885825000703335,0.00017223251052200794
89,4760.3643,4900.1167,4.889,-0.017398333773448366,-1.0088220243816068e-05,35,3.382,2.478,-84.95,4761,4901,266.8329231,-28.3838889,0.00463229650631547,0.00017986078455578536
90,4703.0161,4936.7134,12.603,-0.0072394102487848225,-1.0768174252444977e-05,35,3.199,2.434,20.67,4702,4936,266.8338545,-28.3834028,0.0020281749311834574,0.00017986078455578536
91,4870.5591,4999.8711,50.117,-0.007811645860526988,-1.423763212144277e-05,3,12.905,2.623,-65.32,4865,5016,266.8312813,-28.3822917,0.002933161798864603,0.00021073817333672196
92,4863.4258,5029.1143,9.701,-0.03457787262564237,-1.752098559400009e-05,3,6.853,3.637,-54.66,4864,5029,266.8312971,-28.3821111,0.0044693723320961,0.00021073817333672196
93,5091.2266,5057.8213,9.188,-0.01439216833806297,-1.7401549380930056e-05,3,6.779,3.751,-75.62,5091,5059,266.8277136,-28.3816944,0.0018629197729751468,0.00018205569358542562
94,5104.0176,5058.4937,5.858,-0.006782152646388066,-1.3013158187163906e-05,3,4.866,2.817,13.1,5104,5059,266.8275084,-28.3816944,0.0014966687886044383,0.00014130766794551164
95,4076.106,5164.0146,21.972,-0.003382251662994273,-1.2185535644375701e-05,3,7.097,1.884,-32.21,4074,5165,266.8437682,-28.3802217,0.000662208825815469,6.45753025310114e-05
96,4725.4604,5315.7124,2.069,-0.0055279098472786805,-7.695977519935507e-06,0,2.347,1.392,85.21,4725,5316,266.8334914,-28.378125,0.004171600099653006,0.00016834308917168528
97,4789.0498,5726.7715,7.329,-0.0794189132478548,-2.7733207144610198e-05,3,7.181,6.884,-66.74,4794,5727,266.8324022,-28.3724167,0.01120271347463131,0.0001271754881599918
98,4788.6841,5707.4414,8.009,-0.011774971156713112,-1.4613515258052803e-05,3,6.821,2.704,74.45,4789,5707,266.8324811,-28.3726944,0.0022989155258983374,0.0001271754881599918
99,4791.2021,5745.2393,7.558,-0.017626993750896564,-1.8829078684052894e-05,3,9.61,3.853,-46.53,4789,5746,266.8324811,-28.3721528,0.002375507028773427,0.0001271754881599918
100,4772.1743,5760.5283,5.053,-0.009303211180785257,-1.3454404558401816e-05,3,5.841,2.676,77.72,4772,5762,266.8327494,-28.3719306,0.0018392334459349513,0.0001271754881599918
101,4768.1953,5772.9854,4.031,-0.014692034870105779,-1.180301196655347e-05,3,5.512,1.567,84.1,4767,5770,266.8328284,-28.3718194,0.00513695552945137,0.0001271754881599918
102,4774.4707,5791.8799,4.863,-0.01246743129527082,-1.7305410733977392e-05,3,6.309,4.523,60.8,4774,5791,266.8327179,-28.3715278,0.0023327195085585117,0.0001271754881599918
103,4761.6821,5798.0117,3.055,-0.03004514430269795,-1.1073714861955481e-05,3,3.527,1.849,89.04,4762,5798,266.8329073,-28.3714306,0.012211453169584274,0.0001271754881599918
104,4764.4683,5814.2729,3.857,-0.009609255064042897,-1.3791201585234373e-05,3,6.356,2.731,38.16,4764,5813,266.8328757,-28.3712222,0.002667713677510619,0.00015976907161530107
105,4757.103,5815.7808,3.184,-0.004987928292852886,-8.902182171818382e-06,3,4.106,1.569,-74.9,4757,5815,266.8329862,-28.3711944,0.0025425106287002563,0.00015976907161530107
106,4751.519,5833.1704,13.887,-0.004048522860951079,-1.004679146155193e-05,3,4.784,1.681,-70.91,4751,5834,266.8330809,-28.3709306,0.002300239633768797,0.00015976907161530107
107,5434.9258,6065.5234,8.377,-0.018297532532079074,-2.7232378506211497e-05,3,12.468,4.331,-76.86,5433,6067,266.822316,-28.3676941,0.002576002385467291,0.00010920053318841383
108,4757.0742,6044.9556,17.839,-0.049976241065476865,-2.8839135615813958e-05,3,12.492,7.065,-21.77,4744,6044,266.8331914,-28.3680139,0.00537732383236289,0.00017465162090957165
109,4729.3506,6046.9121,9.824,-0.09673865614925059,-2.259489798386345e-05,3,9.636,3.326,-68.65,4732,6043,266.8333808,-28.3680278,0.006436754018068314,0.00017465162090957165
110,4722.833,6023.2061,-57.32,-0.01022206433805407,-1.595087839293897e-05,3,7.025,6.296,-12.12,4731,6031,266.8333966,-28.3681944,0.001903864904306829,0.00017465162090957165
111,5235.1943,6002.3818,3.249,-0.006830702974861661,-1.4924173226284176e-05,3,3.454,3.306,-50.62,5235,6003,266.8254412,-28.3685832,0.002147994004189968,9.045582555700094e-05
112,4824.9258,6038.5801,7.697,-0.009011111988698226,-2.4130279296372265e-05,3,7.405,1.426,76.3,4768,6043,266.8328126,-28.3680278,0.001765199820511043,0.00017465162090957165
113,4717.04,6052.7402,7.026,-0.00652679689159185,-1.2819402248266992e-05,3,5.414,2.651,-73.13,4724,6046,266.8335071,-28.3679861,0.004722598474472761,0.00017465162090957165
114,4722.5127,6075.2598,30.997,-0.01844794902997273,-1.900546945179867e-05,3,9.241,3.944,-65.8,4732,6060,266.8333808,-28.3677917,0.002859459724277258,0.00017465162090957165
115,4738.647,6070.9976,20.432,-0.00894486691157537,-1.1297448991931725e-05,3,4.291,2.219,-78.97,4739,6071,266.8332703,-28.3676389,0.0024339857045561075,0.00017465162090957165
116,4732.4443,6069.6753,14.93,-0.005286204836154748,-7.191683864056536e-06,3,2.884,1.6,-89.64,4732,6070,266.8333808,-28.3676528,0.002485389355570078,0.00017465162090957165
117,2471.5598,6400.021,5.252,-0.0009859226235119768,-1.14441733310964e-05,2,4.204,1.457,-31.91,2418,6445,266.8699039,-28.3624393,0.00020595315436366946,2.045654946414288e-05
