Unnamed: 0,x_img,y_img,r_img,006_idx,022_idx,096_idx,flx_006,err_006,EM,R,W022,f022,w022,NLY,f044,f080,w096,obsf_096,dustf_096,gasmass,gasn,r_i,t
38,4688.3564,4870.5807,9.0,22,21,22,47.09182736262017,0.4498305396581829,876753362.678617,0.4000658400213448,225.28810394605046,225.28810394605046,1.0,48.29039723437965,244.810763146282,239.41244276348758,1.0,517.76093355359,281.59239410405644,126.61887949256844,184106982.07091767,7.684317756598487e-05,47890.192884451186
41,4706.422000000001,4872.1354,6.0,23,20,23,15.462522242571616,0.2529045842334028,4028774871.445957,0.2158703314492291,-1.0,244.7517162364794,0.0,48.394500024266726,265.38149260188226,304.2632554947861,1.0,450.9360003432625,145.89568251965864,65.60243895158732,95387568.58590929,0.00012903035692102426,11023.000872788758
30,4669.768,4875.8165,5.0,24,22,24,4.317294524461556,0.25995207567640816,489910491.3945085,0.12253659350459754,12.88234036362309,12.89069680825519,1.0,47.01267103093722,13.174655128066846,12.630499162887745,1.0,80.86567611651301,68.43146347071101,30.770416417910052,106052613.74807887,4.162898631248459e-05,9562.547691861992
33,4706.7513,4882.0389,6.0,25,23,26,8.078850528719144,0.2266038376660127,113901779.55745164,0.2174732563706899,10.292601723162273,10.306745842193642,1.0,46.88005894953052,9.899189708738996,9.306972549807774,1.0,47.16992747701049,38.02563301433815,17.098341947730027,37110912.42469647,7.571901773341447e-05,16661.24012908502
29,4661.071,4883.2092,9.0,26,24,25,23.958418947193426,0.4015628258056429,1881029330.5419762,0.2851763861206681,198.2458359197424,198.2458359197424,1.0,48.32072682866227,249.1260819888129,256.7298175271549,1.0,387.9082361608616,133.33364347822834,59.95387975442366,44633304.99798702,0.000202296943733507,12803.85741186616
35,4760.4246,4884.5183,17.0,27,25,27,100.67925092197572,0.2878620718913233,537758539.2195585,0.5895297591987588,323.9335737100336,323.9335737100336,1.0,48.41727904420682,333.8449074147562,320.64799429027727,1.0,360.19693570315354,44.45300007543648,19.98842716453095,3028821.0288536744,0.0005905809369302093,20417.31902488882
8,4736.3457,4887.6261,9.0,28,26,28,13.085762507458757,0.20104112199392865,119258146.02557205,0.27285549188049074,16.907817206173394,16.966063488835207,1.0,47.09703176088096,16.274191505258074,15.338441854932446,1.0,19.82126321357091,4.75050060056928,2.1360770946483134,3105908.9208698664,0.00021438628403687703,11344.756705444366
31,4663.4883,4899.1189,9.0,29,28,29,13.002375163508313,0.3002452524488385,113540194.0472196,0.2761700516580583,16.567333382567575,16.569880975799308,1.0,47.086222113021,15.934193228257785,14.961378032310028,1.0,44.40974161915017,29.709903858310344,13.359148951235829,13642470.327838825,0.00017284829587996218,13622.850725132414
32,4701.1373,4900.4632,19.0,30,27,30,56.314301595044405,0.6224373441701215,67382345.80263764,0.6901874444565806,62.095638857055924,62.095638857055924,1.0,47.65553065293074,59.26456460573756,55.49835829661316,1.0,73.26311860855445,18.748146533741227,8.43016131248056,4715194.192008639,0.00032912683544342137,41758.181665200864
36,4761.7495,4902.8807,7.0,31,29,31,11.343486631564248,0.06577924683990079,200384652.56166857,0.22182947138472087,18.4843263464919,18.4843263464919,1.0,47.141999539315655,18.035932417541297,17.01175121294821,1.0,40.54170600008381,23.819716721396542,10.71060832693911,10937759.345804213,0.0002090422223109482,8044.536356441852
34,4771.9533,4913.5141,9.0,32,30,32,10.362632584810617,0.08176395482639451,264851952.8972129,0.2014408996501134,19.78176284868005,19.843627221978952,1.0,47.17893300506074,19.50346814584984,18.521770069025127,1.0,24.146152905525646,5.9337074333583,2.6681096584267765,2724695.037039783,0.00022829553173053603,6357.6013610191685
9,4701.2326,4940.9303,14.0,33,31,33,22.71368968518394,0.2710728056123193,24893979.57125948,0.668281377864145,-1.0,18.40364197231985,0.0,47.19536831690402,20.588928532879148,19.236134294021547,1.0,41.60438647861843,22.713318935790348,10.21311318566499,2252818.0743668885,0.00023119362189075838,51445.68988221627
27,4711.248,4999.0095,8.0,34,-1,34,1.621874110400538,0.04471375107778102,6353334.370388304,0.3414674215792775,-1.0,-1.0,0.0,46.019188582716076,1.371214045658346,1.2821477252425764,1.0,5.2782204564948305,4.0191951908228525,1.8072433850463094,1345421.6064209712,9.373805485935846e-05,31268.83840647588
10,4840.5349,5015.0463,15.0,35,32,35,30.873168350727624,0.18519303363334924,107992961.90989688,0.4323990446381658,37.74171064715726,38.685938065781606,1.0,47.453924009596726,36.21753223087693,34.88779269415721,1.0,26.695599049464388,-1.0,-1.0,-1.0,0.00028194284619816306,20682.97049380007
