Unnamed: 0,x_img,y_img,r_img,006_idx,022_idx,096_idx,flx_096,err_096
0,3849.0,1861.0,7.0,0,-1,0,0.29584656736484216,-0.0030881288982257766
1,4874.7629,2935.0308,24.0,1,-1,1,60.948154823927,0.180844739929081
2,4620.0188,4036.6557,29.0,3,1,2,1107.6264870371201,0.46725080771117083
50,4671.9302,4039.3375,12.0,2,0,3,7.853525721510324,0.12233096945430397
3,4735.3796,4574.2248,21.0,4,2,4,135.47165226183657,0.07765180141651955
49,4722.0375,4683.9997,16.0,5,3,5,124.80525837231251,0.15171090244849988
4,4797.3954,4736.9765,8.0,6,4,6,18.253283328739236,0.2104194769897806
47,4728.8055,4762.6586,11.0,7,5,7,52.54030466511408,0.6355216322551495
48,4707.769,4765.8356,15.0,8,6,8,266.32053719537373,1.0864164017074804
46,4650.0968,4777.0374,9.0,9,7,9,37.28089602061029,0.9173062960740511
5,4788.5195,4802.7362,11.0,10,8,10,38.98930620820845,0.3046820293887328
42,4695.9646,4807.8625,7.0,11,9,11,43.989523177588204,1.0514986980064076
44,4684.1797,4808.1619,8.0,12,10,12,132.85606508332017,1.619366401795447
45,4670.4214,4816.1533,9.0,13,11,13,46.35092736066728,3.0425242055755546
43,4688.3048,4821.0733,10.0,15,13,14,267.05376929797814,1.9365591235465804
41,4698.6852,4821.5897,6.0,14,12,15,59.02899654376086,1.0192103446177956
6,4816.5814,4822.0773,8.0,16,14,16,13.605734059089206,0.2351169644620578
40,4715.4203,4833.9672,8.0,17,15,17,45.48710986480091,1.548904919469803
37,4691.1353,4843.9988,14.0,18,16,18,3194.7145917613807,2.7860429506908075
34,4654.5341,4852.2466,11.0,19,17,19,52.34790580813327,2.667783743370857
38,4677.4834,4853.8692,8.0,20,18,20,528.6324618426029,1.6737080738765466
35,4702.807,4859.0645,10.0,21,19,21,1353.7251611778756,2.0349401160336886
36,4693.2302,4866.059,8.0,22,21,22,517.76093355359,1.5286198817060237
39,4706.585999999998,4866.7745,8.0,23,20,23,450.9360003432625,1.609573410945653
26,4667.5382,4873.2145,6.0,24,22,24,80.86567611651301,1.1014981040922516
25,4659.1639,4878.3696,10.0,26,24,25,387.9082361608616,1.539256379520105
29,4706.0783,4881.6351,7.0,25,23,26,47.16992747701049,1.192097517809982
32,4760.0383,4881.805,17.0,27,25,27,360.19693570315354,0.6232733003871898
30,4735.5063,4887.2541,8.0,28,26,28,19.821263213570905,0.7141811491300188
27,4665.3506,4891.9091,9.0,29,28,29,44.40974161915017,1.0054767718281916
28,4702.0795,4895.4834,11.0,30,27,30,73.26311860855445,1.2822563166748655
33,4760.9097,4898.3908,9.0,31,29,31,40.541706000083806,0.20433325517775197
31,4771.7664,4911.9768,9.0,32,30,32,24.146152905525646,0.1591133625729437
7,4701.6512,4936.558,15.0,33,31,33,41.60438647861843,0.5363770050960117
23,4713.2599,4997.0029,10.0,34,-1,34,5.27822045649483,0.09765200009685342
8,4842.3954,5012.4881,11.0,35,32,35,26.695599049464384,0.010561788304490692
22,4685.1267,5015.4207,8.0,36,-1,36,3.8831622177869876,0.09126492017803228
20,4863.6977,5016.6738,11.0,37,33,37,49.57294839669296,0.027977225170957104
24,4750.7633,5027.8118,10.0,38,-1,38,3.078672607822272,0.023262141484249682
9,4859.9766,5031.7908,11.0,39,34,39,45.59387476638511,0.0019915725743875016
10,5097.698,5048.6739,23.0,40,-1,40,84.46426284642526,0.2668961399978342
21,4734.1988,5191.2957,14.0,41,-1,41,5.9730453677274005,0.032039489120165875
53,4764.7572,5192.6855,12.0,42,-1,42,5.385126747736809,0.0403725071038648
11,4724.0464,5314.3719,11.0,43,35,43,79.0366595034996,0.11607644536013359
51,4871.1036,5607.4501,16.0,44,-1,44,11.668071538377752,0.040010099260538994
12,4792.6745,5725.9301,10.0,45,36,45,141.03562645335427,0.3699211420654091
52,4890.1989,5742.8666,12.0,46,-1,46,7.314982988342731,0.09779131507987096
13,4768.2791,5767.0229,19.0,47,37,47,1400.9742919991809,5.445729003902138
14,4762.0,5795.5347,10.0,48,38,48,290.93780462993817,3.079035950270836
19,5235.3258,6002.4874,10.0,49,39,49,9.73557026384059,-0.030785695434928564
15,4735.8132,6046.3737,20.0,50,40,50,271.4443140630201,0.6190878331232037
16,5435.8606,6065.6743,13.0,51,41,51,19.819654513464634,0.00822785225337945
17,3930.43,6227.3737,18.0,52,-1,52,30.28291649998634,0.032574156962701904
18,3457.0,6458.0,9.0,53,-1,53,4.0998303476926585,0.043014834444741044
