,X_IMAGE,Y_IMAGE,FLUX_RADIUS,FLUX_ISO,FLUXERR_ISO,FLAGS,A_IMAGE,B_IMAGE,THETA_IMAGE,XPEAK_IMAGE,YPEAK_IMAGE,ALPHAPEAK_J2000,DELTAPEAK_J2000,FLUX_PEAK,FLUXERR_PEAK
10,6422.0679,260.8189,12.874,-0.005090114475001675,-6.348728037270638e-06,3,11.985,6.791,-15.94,6393,264,266.8071439,-28.4482894,0.004774254281073809,0.00022651907056570053
11,6405.127,316.9006,16.687,-0.006820742001783196,-7.255177415302443e-06,3,13.634,7.815,-82.76,6401,295,266.8070176,-28.4478588,0.0037712131161242723,0.00024123159528244287
12,6120.1377,346.9852,18.697,-0.11943477646113652,-9.264298246626428e-06,3,17.273,10.544,52.74,6120,348,266.8114565,-28.4471234,0.02314569428563118,0.00019865571812260896
13,6476.8589,336.8588,17.215,-0.0028436936584717246,-6.420636965449888e-06,3,10.522,7.46,55.7,6476,337,266.8058331,-28.4472752,0.0014268414815887809,0.00012581916234921664
14,6168.0107,305.485,-22.04,-0.003829989624147738,-3.951064519495821e-06,3,12.567,3.611,-66.02,6164,324,266.8107614,-28.4474567,0.00723133934661746,0.00019865571812260896
15,6397.2314,289.8835,4.099,-0.0012167434530201912,-1.7180343255974793e-06,3,3.647,2.046,28.85,6398,290,266.807065,-28.4479282,0.004800130147486925,0.00022651907056570053
16,6137.7852,348.4166,10.888,-0.03088959502722326,-4.48008550097105e-06,3,8.597,5.757,-9.41,6139,348,266.8111564,-28.4471234,0.022868717089295387,0.00019865571812260896
17,7030.2905,699.7801,19.268,-0.05896646997875015,-1.5686574965413156e-05,3,24.994,13.752,-72.68,7031,696,266.7970678,-28.4422872,0.011646316386759281,0.0001748900831444189
18,5973.2437,402.4351,8.352,-0.0014471026861242655,-4.1887796651803814e-06,3,8.369,4.988,44.81,5971,402,266.8138103,-28.4463738,0.0016837666044011712,0.00010648021270753816
19,5990.5273,403.8192,7.751,-0.0008771312150264351,-3.1782346720533626e-06,3,5.629,4.527,56.67,5992,403,266.8134786,-28.4463598,0.0015895848628133535,0.00010648021270753816
20,4303.5532,544.454,18.588,-0.0002925422306952229,-3.041131448944889e-06,18,9.038,2.352,15.79,4303,544,266.840158,-28.4444026,0.00031023973133414984,3.079195448663086e-05
21,7176.9116,550.9554,26.023,-0.00036391797793278136,-3.1627186366571253e-06,16,6.063,2.893,-6.14,7179,551,266.7947294,-28.4443004,0.0005802545347250998,5.2790324843954295e-05
22,7060.1118,575.4713,11.747,-0.0004422899886670418,-3.051896377379799e-06,3,6.355,3.341,-18.59,7059,576,266.796625,-28.4439537,0.0006726246210746467,6.332027987809852e-05
23,6869.8662,609.3013,16.3,-0.000778400308857768,-4.624176997695317e-06,18,13.162,3.875,-7.1,6871,609,266.7995947,-28.4434961,0.0006234174943529069,4.782238102052361e-05
24,7073.8306,720.0449,14.01,-0.010154976748616016,-7.623291595134219e-06,3,14.069,7.304,-29.91,7074,721,266.7963887,-28.4419398,0.0035435522440820932,0.0001842962665250525
25,6941.1313,638.7655,9.769,-0.00023872704060201073,-2.548257106472648e-06,16,5.737,2.555,-14.35,6941,639,266.7984892,-28.4430792,0.000604619097430259,5.5516717111459e-05
26,7024.6709,739.525,8.924,-0.004131378376316656,-3.7900741635422115e-06,3,9.029,4.16,16.91,7023,740,266.7971944,-28.4416761,0.003021619049832225,0.0001842962665250525
27,2715.5999,779.6078,36.545,-0.0019326775151753766,-6.754201438031561e-06,18,17.255,4.476,13.88,2712,780,266.865288,-28.441121,0.0005564644816331565,4.961446757079102e-05
28,2057.55,1106.9454,24.527,-0.0024318826632853596,-7.252916226783808e-06,2,16.214,6.579,-39.21,2067,1101,266.8754741,-28.4366599,0.00065098941558972,5.8990153775084764e-05
29,2241.8708,1075.6492,15.453,-0.00039290594474869814,-3.50692322842291e-06,16,10.422,2.724,-9.43,2244,1075,266.8726786,-28.4370218,0.0005616745329461992,5.296693416312337e-05
