,cenx,ceny,ella,ellb,ellt,ellr,flx_iso,flx_err,collide
21,3893.2004,2158.9404,4.945,3.009,-54.76,6.898,1.9337860315610091,0.013282554836672537,-1
22,3891.9131,2251.6592,4.907,4.611,83.82,6.795,6.6437435495933705,0.01825049586542723,-1
23,3957.6741,2407.5962,9.909,3.39,-18.3,13.989,3.112232168083344,0.018457661433800707,-1
24,3943.4282,2439.8508,3.07,2.555,-70.21,7.176,0.6180984166621295,0.009062535980760691,-1
25,558.7311,2589.6052,2.318,1.799,28.09,3.291,0.5092901050471808,0.006866470256843146,-1
26,4188.4204,2814.0474,4.281,3.502,-46.43,7.961,1.6800495028468123,0.01308063429986475,-1
27,4872.418,2935.0891,14.413,7.926999999999999,13.9,13.191,61.02288486146665,0.04461927267378324,78
28,4196.8755,2887.9155,4.937,3.789,-55.47,8.026,2.736600051504813,0.01532910992546063,-1
29,5047.0,2913.4434,7.464,4.416,8.56,12.324,3.933644525248937,0.019440880818355957,-1
30,4837.4453,2961.8948,9.605,5.035,42.04,12.263000000000003,4.111735750305268,0.022369207419858383,79
31,4226.3823,2941.0149,3.182,2.8,88.82,5.143,0.9974960617650398,0.01001900306863667,-1
32,4148.9917,3062.3428,6.082,5.505,77.5,8.233,10.196200793340852,0.022823539609735308,-1
33,4259.8208,3049.1348,6.485,3.672,-14.39,11.192,2.9204836539669374,0.017850265692939786,-1
34,5054.4409,3080.3652,3.281,2.823,-27.9,5.489,1.1174491429640907,0.010354931086971202,-1
35,5587.2612,3117.1819,6.361,3.86,52.92,9.559,3.162628399351534,0.016796725985684737,-1
36,4307.8047,3134.165,5.096,3.807,-64.56,6.591,3.1436883004414606,0.015501765470400225,-1
37,5091.7944,3244.606,8.548999999999998,5.923,-35.28,8.824,28.043004941160238,0.030346575362314644,-1
38,4466.7886,3221.8643,4.026,3.455,-17.5,5.219,3.229411620362313,0.013732942270815795,-1
39,5062.7935,3245.7512,5.854,4.33,-13.94,7.463,7.985246911146558,0.019184937334986312,-1
40,4439.3711,3374.3699,12.251,7.463,62.15,12.413,38.08145943339228,0.03893061862253569,-1
41,4943.9717,3312.3606,5.326,4.2,-17.13,14.232,2.4086775151847784,0.015254510992421647,-1
42,5054.0913,3380.4617,8.496,5.526,66.84,10.197,15.502362894431158,0.027479721936465695,-1
43,4934.9912,3321.519,4.057,2.867,-46.33,10.336,1.0144839897975657,0.010391584808398436,-1
44,4382.7041,3356.3596,4.856,3.084,8.099999999999998,6.064,1.7164352620248768,0.012363338894254729,-1
45,4579.7173,3436.9536,2.469,2.175,23.72,4.028,0.4676224145838688,0.007602291078800593,-1
46,4536.8213,3491.5415,4.297,3.809,-58.51,11.737,1.4105462511044968,0.012667146585279109,-1
47,4487.8154,3680.3228,11.927,5.717,40.69,11.196,16.727011872663386,0.0294435425826171,-1
48,4481.1074,3641.4163,8.418,5.781,-0.5,14.043,3.525732182575503,0.021037742539154372,-1
49,4458.7056,3657.1729,6.151,3.682,-12.52,6.018,2.0939738641138845,0.015154486395477966,-1
50,4646.1968,3694.0779,6.344,4.334,22.08,16.009,6.143942119573955,0.02253855077568531,-1
51,4551.1729,3697.7778,7.312,5.392,-45.74,12.968000000000004,6.610300103767649,0.021037742539154372,-1
52,3943.043,3687.9055,6.046,3.169,-72.79,7.663,2.0843043804602854,0.014618096257822918,-1
53,4666.981,3719.9807,5.47,3.146,-78.73999999999998,8.922,1.7376947718785727,0.013565795326867304,-1
54,4541.543,3682.979,5.473,3.253,10.23,8.093999999999998,2.5904780406214,0.013815755784280105,-1
55,4722.6328,3692.2722,3.511,2.637,-16.84,4.46,0.9982990699477936,0.010281228289978623,-1
56,4523.1509,3717.6455,3.054,2.848,24.9,4.511,1.2247737344269225,0.010132214922498443,-1
57,4750.8647,3801.8203,5.556,4.121,-76.96,6.063,8.380471021680682,0.0199619663580421,-1
58,4617.3086,4036.1587,11.351,9.924,49.31,10.301,1140.33136191357,0.06586086859219842,81
59,4785.9517,3823.0698,4.932,4.23,54.0,6.329,4.523244058506068,0.016637512481441137,-1
60,4386.0776,3863.9121,10.521,5.143,-64.23,14.797,5.612101190201513,0.02333426687100278,-1
61,4348.5752,3875.302,8.56,6.626,62.1,9.098,9.633058359006535,0.025001932125114257,-1
62,4990.624,3875.0371,7.417,7.083,67.11,11.723,6.503237324600727,0.024087952428614626,-1
63,4371.0918,3846.2952,9.911,4.91,-35.27,13.428,2.91131495222162,0.01711070745653001,-1
64,4336.0146,3813.4065,3.69,2.734,31.43,9.454,1.5335049023179903,0.01153603839612544,-1
65,4814.4653,3906.0869,6.366,4.968,-78.25,7.646,7.871203935029987,0.022956431314027807,-1
66,4739.8486,3964.615,10.741,5.892,7.23,9.454,35.40673054737332,0.032814762460933594,-1
67,4769.4932,3856.0469,5.145,4.081,-9.36,6.157,2.885393777797147,0.01741903975602395,-1
68,5023.0688,3890.8958,5.949,4.894,13.22,6.785,15.418890457403322,0.022470962789362274,-1
69,4846.7993,3942.2881,8.902,5.991,-9.96,8.965,11.347401758358396,0.027562614520757638,-1
70,4650.123,3974.0645,15.105,5.243,-41.22,12.503,21.04076480189909,0.031802664653000766,-1
71,4771.7256,3987.4177,8.58,4.189,64.39,9.389,6.408861020443613,0.019981004856204326,-1
72,4809.9258,3951.6736,4.38,3.897,-22.45,6.76,2.2839063848892045,0.013396574970105577,-1
73,5113.1733,3958.813,5.621,4.169,-2.15,9.281,4.878420551978407,0.017914058279536897,-1
74,4848.3628,3998.5625,10.045000000000002,5.364,-18.96,9.424,12.07297324392634,0.027837148434266306,-1
75,4784.9048,3983.3774,4.53,3.793,-6.99,7.163,4.101416128735655,0.014434871578924325,-1
76,595.0966,4043.5134,2.637,1.958,-30.65,3.932,1.6047116968519266,0.014408505850735652,-1
77,5188.5381,4056.8152,9.008,7.394,-36.17,10.796,10.23834554446416,0.026335110207083443,-1
78,4672.1738,4039.9961,5.502,4.202,-35.74,6.321,5.729397491592415,0.016976858116658507,83
79,4791.9937,4070.4258,7.871,6.274,-9.51,9.027,20.506975215908103,0.028896073743447256,-1
80,5177.2603,4055.6853,5.914,2.74,21.73,5.775,2.114036768776212,0.011503030718416402,-1
81,4594.7515,4085.4487,3.197,2.024,85.73,3.773,1.351489128517282,0.0074507351449299465,-1
82,4708.2222,4269.1274,8.888999999999998,5.705,-82.4,13.44,6.625015184788377,0.022873459658908253,-1
83,5086.6655,4296.4253,5.105,3.987,-36.51,5.561,6.618413649246569,0.01724352008999488,-1
84,4737.248,4326.6328,7.238,5.531,-21.25,7.945999999999999,7.7631720989423005,0.023657921339760645,-1
85,4734.6763,4575.0225,11.803,9.093000000000002,-61.41,11.816,154.8806864592634,0.046464408007671834,86
86,684.5598,4514.3706,2.98,2.354,-25.37,4.501,0.671783467220606,0.008763919728852166,-1
87,4721.397,4683.4917,7.426999999999999,6.634,-70.54,7.687999999999999,132.34927841500672,0.03637577868248894,87
88,4752.5396,4738.6733,16.577,6.343,85.92,12.612,21.349791167546623,0.035109863517884775,-1
89,4711.7354,4765.877,14.303,11.989,-78.9,10.089,348.856625789822,0.046357899602863024,100
90,4610.4106,4719.1182,12.409,5.87,-49.22,8.634999999999998,13.696815688239386,0.0273549042422383,93
91,4889.293,4941.6831,22.018,12.189,-11.11,16.814,472.37729487476827,0.06929857825089873,110
92,4530.5298,4768.4473,11.348,7.03,-52.68,10.699,55.097606965732126,0.03151441634372317,102
93,4797.46,4738.1797,7.018,5.589,36.82,7.55,27.753755068066088,0.02608850586702089,90
94,4759.2061,4882.5732,18.245,8.701,0.14,9.538,435.4713375074165,0.046863671758932766,131
95,555.4333,4678.6538,2.684,2.169,-28.83,3.511,0.9985327681716584,0.010786569949320184,-1
96,4556.1255,4743.2871,11.656,6.234,5.57,7.525,42.946942240841985,0.02864497115185768,99
97,4905.1533,4762.6357,7.119,6.093,5.87,7.852999999999998,10.376983062230638,0.02370609304507837,-1
98,4836.3604,4775.3047,6.881,6.662,7.03,7.485999999999998,39.508995369658805,0.02750737915483888,-1
99,4816.8862,4754.978,6.036,4.485,74.34999999999998,6.937,14.647879602894426,0.018312891534069658,-1
100,4441.9941,4872.3486,16.481,6.662,73.47,12.018,19.785532984671608,0.03433235128421574,97
101,4534.7266,4807.6777,10.928,4.253,62.92,9.544,27.09821397882999,0.024665090399438292,120
102,4598.7656,4744.3037,7.766,2.735,-32.6,7.425,10.158536722449544,0.01537863462049546,-1
103,4457.9795,4824.6357,10.663,4.115,-66.08,9.009,14.176028831875154,0.024087952428614626,-1
104,4887.395,4784.812,6.701,4.123,-47.15,6.381,8.460400207066236,0.01912538821613833,-1
105,4533.0371,4747.792,4.632,2.168,-17.76,4.656,6.65985027718027,0.009592468667493154,-1
106,4788.5757,4802.9204,6.046,5.507,-14.95,7.8,44.351573994040244,0.02510816817485014,98
107,4852.6973,4883.0454,10.668,6.497,-34.27,9.336,29.613325220819718,0.02708952497343893,-1
108,4844.1411,4797.3125,5.65,4.301,38.58,5.883,11.860887712945178,0.01849881340675496,-1
109,4690.165,4845.6533,8.128,5.499,-30.52,7.820999999999999,3432.787060398374,0.031802664653000766,123
110,4844.4805,4911.6118,12.334,6.01,-46.44,10.522,44.63210850480079,0.030069669323977276,107
111,4649.0664,4777.4038,4.129,2.917,-22.99,5.142,22.4602794419856,0.012114801711739152,111
112,4659.9834,4878.4395,12.673,7.245,-17.11,7.033,565.1270242511923,0.036573842320038207,113
113,4975.6772,4852.957,9.08,6.805,66.24,8.679999999999998,23.53210208171669,0.029391847832646388,112
114,4688.6738,4821.1123,7.578999999999998,5.581,-0.97,7.683,347.0692736596312,0.023528991962496828,-1
115,4817.2983,4796.0679,4.97,3.478,-12.84,6.547,5.467967371350455,0.015154486395477966,-1
116,5065.8672,4863.9521,13.762,8.697,-1.14,14.015,43.23897716419798,0.03710026074776519,92
117,5255.4082,4868.8018,5.68,4.744,-62.97,6.224,16.62798883953626,0.02190545701584676,-1
118,4684.2461,4807.7441,3.971,3.348,-4.02,5.54,97.49512116800871,0.012576777414953007,-1
119,4816.917,4822.4238,4.475,4.073,-29.06,5.333,13.000078697811464,0.01722145932908794,106
120,4700.5898,4859.0718,6.451,5.778,-22.64,8.176999999999998,1751.8976496492498,0.024040553860278112,119
121,4972.4077,4890.0811,8.925,6.349,-89.48999999999998,10.53,18.133848823387588,0.024772758509718915,91
122,4445.2051,4839.9214,4.188,2.273,-54.73,4.78,3.4660688503098416,0.009472808148356314,124
123,4781.0781,4849.4546,4.632,3.626,1.02,8.455,6.3122645831597834,0.01406126191840345,-1
124,4532.3213,4871.0845,7.647999999999999,4.347,-2.27,7.848,14.0996551980384,0.02134278900647818,127
125,5049.1343,4862.5825,4.081,3.586,-18.77,5.949,6.362820713212724,0.010926665884573935,-1
126,4458.543,5045.4976,15.554,6.879,-80.82,14.848,21.06314184611653,0.03523958360342482,95
127,4860.833,5024.127,13.928,8.191,-47.84,11.122,126.8682643570984,0.04376750414732825,136
128,4771.4312,4910.6426,5.248,4.619,-32.12,6.592,29.03690767309216,0.019283775869515647,137
129,594.9286,4869.0781,2.48,1.877,-37.39,3.838,0.5334096067360172,0.007992401942481731,-1
130,5067.3154,5013.8247,11.055,7.889999999999999,-44.98,11.441,35.351442467569484,0.03719238704759404,-1
131,4618.1489,5059.0122,18.891,7.780999999999999,-48.72,15.462,89.43499242597322,0.043793553592206415,139
132,4964.2231,4906.5171,3.566,2.79,-75.75,4.905,3.9335751186335783,0.009512861915371353,-1
133,4953.0752,4916.6411,4.048,2.545,-34.72,4.864,4.298447452702059,0.009904499724590374,-1
134,5148.5547,5008.9927,6.509,5.303,58.33,8.418,9.30339450734928,0.02494103001654916,-1
135,4572.0854,4948.04,5.099,2.967,28.0,6.169,5.23639000279536,0.012394053517962687,-1
136,4844.5513,5012.3252,11.305,4.059,-43.53,10.26,33.00052619196365,0.02305559491751515,138
137,5098.5923,5048.8003,12.791,9.597,-17.219999999999995,13.367,81.24281540180654,0.0442427373926403,129
138,4534.5508,5095.5,17.469999999999995,10.393,-78.11,18.25,11.747675859083405,0.03264049914249899,147
139,4573.6865,5082.2715,11.189,8.871,-3.26,14.329,38.67080945426002,0.03318348730143684,144
140,4591.6143,5053.5806,5.793,3.08,8.0,8.952,9.53107456266729,0.014088277784508132,-1
141,4572.667,5067.3345,4.682,2.097,48.16,5.376,3.2936882961374283,0.009062535980760691,-1
142,5080.7178,5241.6089,12.434,6.252,-61.64,11.208,16.178550255324485,0.030954436742493794,146
143,4765.0728,5190.7446,6.888,4.704,64.26000000000002,9.357,5.608193334187411,0.0200190291386437,149
144,4722.2905,5314.2407,14.318,7.389999999999999,24.55,8.699999999999998,124.01187463743825,0.051361747573006274,154
145,5578.3838,5247.7524,7.434,5.388,-7.18,9.964,5.801828126825012,0.02052544264698194,-1
146,4783.4478,5336.3159,12.722,7.55,-4.56,12.349,45.34968505113125,0.037090007897116674,-1
147,4690.437,5302.1162,4.742,3.303,30.87,5.428,3.3647536417463932,0.011568949431711831,-1
148,4859.1333,5489.9004,8.893,8.672,-56.87,9.927,53.46162275655513,0.03930968417016259,-1
149,4856.874,5408.3081,6.523,3.614,-32.12,6.97,4.094268125918493,0.01872355027015588,-1
150,4853.2832,5440.9087,5.612,4.529,-69.54,7.948,4.25158129460488,0.018333643233497055,-1
151,6781.8774,5468.7466,9.777,7.089,0.93,18.941,6.941293223893729,0.0321829777625746,156
152,4768.5396,5769.2979,12.563,10.122,76.36,13.667,1654.7907662448722,0.0508034987443371,173
153,4866.9844,5606.5864,9.272,7.174,83.59,13.187,16.23520889614046,0.032476998242268684,158
154,4768.123,5691.168,17.812999999999995,9.82,-65.05,16.458,44.309956381767755,0.039521910271503966,-1
155,4791.1245,5726.3594,11.43,9.324,-28.38,10.753,292.7048289789188,0.04484029320828586,160
156,4825.3691,5655.2241,10.261,6.477,-21.96,9.706,22.13365542436809,0.03175480044534602,-1
157,4763.0288,5873.9766,18.47,12.223,39.8,15.206,559.1483032616319,0.0646724076960752,176
158,599.7642,5645.7026,3.047,2.188,50.4,5.956,2.1656647478258257,0.016032304366811134,-1
159,4851.5864,5629.3696,5.143,2.743,-58.24,17.893,1.895137968148162,0.011988604670852098,-1
160,4712.8047,5728.9629,12.215,7.347,-14.67,5.473,10.87147444689276,0.02545408547440777,-1
161,4519.1274,5889.2964,22.552,7.907,-53.32,16.782,175.13933534819623,0.05081846070205295,-1
162,4642.6377,5724.0391,6.956,4.647,55.98,4.277,2.4845934167860677,0.01598480037070446,-1
163,4640.021,5894.0088,15.559,10.939,70.14,17.811,177.81693714095218,0.048951036180422076,161
164,4581.5088,5845.5645,18.03,7.325999999999999,-24.61,11.528,169.11993681064723,0.037151472287122636,172
165,4115.0757,5753.2168,6.622,3.371,-54.84,16.577,3.181128337321172,0.02160836155952287,-1
166,4891.0352,5743.7524,5.556,5.261,-14.76,7.135,5.802329787298046,0.020094858062334606,168
167,5138.98,5773.7983,9.493,5.548,-47.79,14.426,7.406050463110424,0.02656510967334508,-1
168,4793.9019,5816.4795,14.764,8.378,25.8,13.638000000000003,183.78616963119782,0.03860697293942534,-1
169,4654.7954,5723.9971,6.765,2.802,7.769999999999999,2.715,1.750676444644843,0.013593795185493526,-1
170,4924.4121,5771.2227,6.409,4.997,-88.28,9.346,4.746657803391416,0.018682890293462394,-1
171,5273.8262,5751.6177,4.741,3.577,-27.85,8.788999999999998,1.8043795936371971,0.013870683652535873,-1
172,4721.3574,5833.7808,11.902,6.936,84.06,37.183,86.33056630570584,0.029930249883582075,177
173,4933.3882,5842.1108,7.530999999999999,5.726,-51.35,8.402,24.53227776597341,0.026392796768658525,-1
174,4555.9727,5878.9858,15.788,6.026,-45.7,14.628,126.33348199293839,0.032999638841564774,165
175,4874.958,5840.6055,7.185,5.47,-68.69,7.793999999999999,13.175413865242747,0.02078316961679687,-1
176,4618.3008,5812.5444,10.511,3.917,-29.98,14.718,70.52690841543921,0.02245404163225085,-1
177,4991.1709,5841.0776,11.484000000000002,5.12,44.21,12.902,16.07029350666045,0.02703332318629367,-1
178,3165.8367,6000.4673,19.438,7.977,-81.01,15.454,40.653053603247685,0.041721564053866116,-1
179,4642.5078,5794.0537,8.41,3.719,-15.82,12.399,39.020241012823135,0.017956457814438102,-1
180,4762.4956,5794.9492,4.69,3.746,-28.43,6.044,209.32367482874835,0.014275948001048672,163
181,4675.3193,6012.3345,19.177,6.587,-35.24,15.774,118.0437842813694,0.04414809839762252,-1
182,4803.0044,5789.0054,4.076,2.815,42.8,4.861,8.75252210833262,0.010572955715671637,-1
183,5130.2134,5914.4551,10.899,7.301,-64.36,11.271,30.454533398963214,0.035508310203926925,-1
184,4873.6958,5789.707,2.545,2.209,-85.71,6.604,0.6747279769848287,0.007652142599922936,-1
185,4957.9297,5834.5957,7.759999999999998,4.778,4.28,9.562,12.633313056703779,0.02089265635611283,-1
186,5005.5957,5871.6328,6.702,4.439,-69.32,6.937,17.508020794042892,0.02125352682773881,-1
187,5057.7563,5904.7422,10.456,4.019,-88.5,9.085,3.381969996614276,0.018457661433800707,-1
188,4937.8154,5898.4004,10.129,5.585,38.79,9.132,21.75005648262412,0.029469363600659926,-1
189,4676.354,5920.6831,12.56,6.375,-19.6,16.044,91.38364904451595,0.03439873563682939,212
190,5269.8584,5877.604,8.753999999999998,4.783,-25.73,13.771,5.699223185206549,0.021590755121905378,-1
191,4513.8608,5836.6445,6.295,2.463,-3.67,4.713,1.5821141328818915,0.0147475791308801,-1
192,4760.564,5830.3491,2.64,2.148,-25.56,9.275,6.4925074132922225,0.008935776658432766,-1
193,4673.4263,5965.8105,13.925,5.108,86.97,57.379,39.07501952507117,0.03015805293796528,-1
194,4679.7974,5834.8628,3.474,1.614,23.58,14.11,2.3705732833530306,0.0074507351449299465,182
195,4866.812,5850.2412,3.374,2.968,-37.8,5.898,5.179428257140166,0.010318145580831264,-1
196,4734.8149,6046.7993,10.32,8.746,-20.31,10.499,280.73412067205214,0.04823112265185296,162
197,4689.5156,5839.5205,4.512,2.111,-2.34,17.953,4.209083360451522,0.01001900306863667,183
198,4364.873,5944.2832,8.199999999999998,6.873,74.72,14.815,9.439993754892573,0.030571277083125507,-1
199,5314.0723,5856.8682,5.211,2.543,-20.65,8.245,1.2373249104650204,0.011861063425895452,-1
200,5000.5674,5930.2339,7.231,5.898,-77.84,8.045,8.762836458513727,0.02313790764907117,-1
201,4840.7339,5908.6558,14.328,5.272,-12.2,56.166,9.460402814066942,0.0241195104744839,-1
202,5292.0259,5878.4531,5.177,3.698,-57.61,11.169,1.805249372741056,0.014034193338413683,-1
203,4876.5889,5904.3022,6.725,4.426,-61.97,6.138,6.528735909379791,0.016774076586394373,-1
204,5243.1904,5889.7842,7.184,4.885,-25.9,12.546,3.997322898428368,0.01982818730335072,-1
205,4802.9546,5936.0801,11.302,7.777999999999999,28.47,13.024,30.775402817459238,0.031199143382693383,188
206,5072.126,5926.3447,7.625,6.28,89.67,11.356,5.682222957267504,0.02253855077568531,-1
207,4977.8564,5905.4917,7.085,5.074,33.43,9.551,4.746645503484897,0.019577304352948965,-1
208,4800.3384,5966.748,10.166,8.278,-61.87,6.482,15.863101581344432,0.028485239294410762,211
209,5158.0645,5923.3281,7.058,6.026,-16.87,8.638999999999998,10.740779154478686,0.02367399028906324,-1
210,4595.9214,5990.5972,11.871,8.804,48.9,6.738,36.41196676459795,0.032277353188166956,201
211,4627.7959,5943.0752,8.479,7.535,-16.36,14.243,21.172857012267848,0.024432762736585522,209
212,4823.771,5880.4282,3.04,2.63,11.18,4.018,1.4301821732976574,0.009904499724590374,174
213,5211.5874,5895.5864,4.379,3.558,-67.43,7.127,1.78297160634052,0.01336816218604621,-1
214,4890.6035,5920.5952,6.759,5.904,-16.96,10.709,3.305393414319955,0.01818788934124447,-1
215,4881.2964,5876.4585,3.658,1.886,-22.6,6.148,0.9395160595630068,0.008632780761238652,-1
216,4718.873,5893.5415,3.558,2.531,83.84999999999998,14.971,1.58467514913214,0.01001900306863667,-1
217,4475.1406,5922.5259,6.493,5.482,-4.0,8.721999999999998,9.596149853801407,0.019303482076888912,200
218,4353.373,5926.7383,5.665,3.759,-85.04,10.825,2.008905074932804,0.0149269644818152,-1
219,4832.0713,5893.6157,2.585,2.276,24.8,4.06,0.821147909175431,0.008272922396206249,-1
220,3179.4883,6028.7632,20.558,6.994,57.0,19.711,41.7257108794926,0.0392225305468265,233
221,4996.9048,5910.3447,3.148,2.624,-31.63,4.549,0.761567337709349,0.008935776658432766,-1
222,5087.9971,5932.7827,6.032,3.762,12.05,8.077,3.0812425536082046,0.015254510992421647,-1
223,4370.5938,5925.2319,3.668,3.469,-22.43,6.401,1.257360579620055,0.01153603839612544,-1
224,5204.1519,5931.2827,4.092,3.682,-78.01,6.042,1.7449165741348491,0.013225184558407956,-1
225,4011.8149,6208.0288,22.489,9.221,-51.79,16.305,357.1030981156234,0.057897320473281236,-1
226,3046.8911,5955.0703,6.091,2.938,89.08,19.757,1.960112224335866,0.013022367885553773,-1
227,4737.2769,5979.4316,10.471,3.547,-37.12,-56.688,14.845416101592868,0.01986650151215804,-1
228,4381.7905,5960.396,4.88,3.932,-89.58,6.815,2.277995401241975,0.014565979796771544,166
229,3159.3125,5971.8101,7.485,5.009,-69.74,8.756999999999998,7.755186823917081,0.01860130677065,-1
230,4619.188,5965.7612,4.354,3.835,-60.74,16.437,5.400415406182225,0.013282554836672537,-1
231,4583.0049,5948.231,2.793,1.947,-82.65999999999998,9.945,1.2416834701965762,0.008272922396206249,-1
232,4824.689,5997.6992,7.312,2.685,-62.33,7.541,3.450981257834533,0.013677452121119153,-1
233,4437.6382,5963.9946,5.362,3.327,19.03,8.649,2.7235832361484875,0.01559957608417045,-1
234,4758.9487,5972.8047,5.898,3.64,-15.37,20.578,8.75098989140623,0.01615045375457562,-1
235,4428.0376,6017.4912,8.886,3.615,55.41,1.999,3.6439861195454006,0.020856222275873436,-1
236,4321.2197,5971.5757,6.127,2.454,-47.35,7.152,0.885392078054745,0.011133497598341894,-1
237,4534.1523,5968.4512,3.434,2.443,-70.16,15.55,0.9913619226709616,0.008409673635451531,214
238,5234.8052,6002.2119,5.131,4.585,-34.62,6.293,12.15747360171328,0.019712787823258023,216
239,4059.1475,6215.2324,15.326,10.499,81.54999999999998,15.934,127.6914795291338,0.04876426209992793,-1
240,4487.7817,6012.2134,6.358,3.165,89.73,8.403,2.909628986463739,0.014115240936727738,-1
241,5544.3623,5998.2964,5.554,3.881,31.38,7.365,3.3357548549978624,0.01600857433287658,-1
242,5559.127,6023.105,6.609,4.119,71.11,7.913,4.988226210299113,0.01825049586542723,-1
243,4623.7544,6038.6484,18.723,6.655,0.62,17.748,82.44376948869427,0.03868567476985324,240
244,4415.9688,6056.0679,11.235,5.984,70.18,16.431,3.9781359228231583,0.021783617656126523,196
245,4461.8169,5992.29,3.9,2.065,-74.07,6.002,0.6855212328119068,0.008720426380835507,-1
246,5442.0601,6065.4888,10.815,8.458,-13.96,12.191,32.025688315136485,0.03580688164903314,198
247,4587.1016,6010.2773,4.461,4.086,88.79,7.402999999999999,6.774150672768994,0.013815755784280105,227
248,4457.1143,6023.7261,7.332,3.392,36.16,4.679,3.375159362661641,0.016384195906678094,-1
249,4388.5938,6015.8984,5.37,4.082,19.43,7.097,2.0784171180613438,0.01490146853273039,226
250,4684.0635,6085.4512,11.166,7.668999999999999,35.68,10.852,14.957020181959631,0.029968335665554045,239
251,4392.2788,6030.3481,5.591,3.865,13.26,6.995,2.3260678287427874,0.0149269644818152,196
252,4440.1309,6016.5825,2.79,1.786,-31.51,3.072,0.7696529448291743,0.008632780761238652,-1
253,4644.0762,6059.6875,13.871,4.815,3.16,12.175,21.68666803581264,0.026778952333828977,244
254,4705.2163,6076.1084,6.246,4.826,-46.18,7.554999999999999,6.913645669732809,0.01818788934124447,246
255,4401.9424,6037.8374,3.392,2.085,-24.67,5.059,0.7402762873810792,0.008272922396206249,-1
256,4576.0132,6067.3315,6.286,3.938,-9.44,3.7,6.288433514278821,0.01656880871788386,-1
257,3179.4304,6154.8726,9.792,4.337,-60.4,11.231,4.702539795836529,0.02378614786522337,247
258,4546.48,6060.7725,5.464,2.834,2.01,7.021,3.0034825445937865,0.012637099670782193,231
259,4562.4419,6062.1494,3.181,2.832,-1.21,5.345,2.7828687855710594,0.009710653197847693,-1
260,3096.6394,6145.2861,9.281,6.342,64.15000000000002,14.56,5.141111412638586,0.02089265635611283,232
261,3049.5073,6106.0088,7.692999999999999,5.745,37.4,9.865,13.360852527314796,0.02089265635611283,236
262,3090.4045,6082.4331,7.912,3.973,10.0,9.369,4.179164716408305,0.01980899944918075,-1
263,3210.1575,6105.2471,7.016,4.098,70.34,6.64,2.117695990965675,0.01741903975602395,-1
264,3123.301,6136.7061,10.154000000000002,6.671,39.02,12.59,6.577078934824027,0.023850001951353072,-1
265,3036.6663,6091.6631,4.919,2.547,71.31,5.592,5.606446747461683,0.011099286286923474,-1
266,4838.5674,6095.9443,3.258,2.041,-70.77,4.335,1.1174043361617705,0.01272703834438013,-1
267,3113.4167,6133.834,8.692,4.183,30.82,7.237,3.210671834215552,0.016173981718617357,-1
268,4617.0342,6099.9653,2.475,2.055,-67.91,4.731,0.8377604264896957,0.010056886780715821,-1
269,4530.4604,6108.8564,3.403,2.156,-55.93,4.771,0.5577433903677133,0.008763919728852166,-1
270,3206.5754,6115.5859,4.914,3.394,-31.45,8.925,1.1934766222888034,0.01230167243435594,-1
